 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313980.72
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313980.72
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313980.72
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313980.72
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313980.72
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313980.89
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313980.89
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313980.89
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313980.89
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313980.89
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313980.89
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313980.89
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313980.89
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313981.07
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313981.07
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313981.07
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313981.07
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313981.07
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313981.07
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313981.07
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313981.07
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313981.4
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313981.4
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313981.4
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313981.4
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313981.4
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313981.4
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313981.4
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313981.4
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313981.58
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313981.58
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313981.58
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313981.58
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313981.58
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313981.58
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313981.58
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313981.58
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313981.77
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313981.77
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313981.77
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313981.77
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313981.77
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313981.77
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313981.77
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313981.77
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313981.93
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313981.93
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313981.93
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313981.93
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313981.93
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313981.93
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313981.93
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313981.93
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313982.12
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313982.12
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313982.12
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313982.12
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313982.12
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313982.12
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313982.12
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313982.12
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313982.31
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313982.31
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313982.31
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313982.31
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313982.31
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313982.31
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313982.31
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313982.31
 woolworths dried fruit date and almond rolls, 22.13, 1kg, 4.98, 0.225KG, 1, 1423313982.69
 woolworths dried fruit date and coconut rolls, 22.13, 1kg, 4.98, 0.225KG, 1, 1423313982.69
 woolworths dried fruit date and pistachio rolls, NA, NA, 4.98, 0.225KG, 1, 1423313982.69
 woolworths dried fruit dates, 19.98, 1kg, 19.98, per kg, 1, 1423313982.69
 woolworths dried fruit figs dried, 13.27, 1kg, 3.98, 0.3KG, 1, 1423313982.69
 woolworths dried fruit medjool dates, 22.13, 1kg, 4.98, 0.225KG, 1, 1423313982.69
 woolworths macadamias honey, 38.70, 1kg, 15.48, 0.4KG, 1, 1423313982.69
 woolworths macadamias kernels, 39.90, 1kg, 39.90, per kg, 1, 1423313982.69
 woolworths macadamias kernels raw, 42.45, 1kg, 16.98, 0.4KG, 1, 1423313982.69
 woolworths macadamias roasted and salted, 42.45, 1kg, 16.98, 0.4KG, 1, 1423313982.69
 woolworths mixed nuts and fruit, 11.85, 1kg, 8.89, 0.75KG, 1, 1423313982.69
 woolworths mixed nuts cashew macadamia roasted salt, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313982.69
 woolworths mixed nuts entertainers summer snacks, 13.96, 1kg, 6.98, 0.5KG, 1, 1423313982.69
 woolworths mixed nuts natural premium, 24.97, 1kg, 14.98, 0.6KG, 1, 1423313982.69
 woolworths mixed nuts oven roasted premium, 31.96, 1kg, 15.98, 0.5KG, 1, 1423313982.69
 woolworths mixed nuts roasted and salted, 17.31, 1kg, 12.98, 0.75KG, 1, 1423313982.69
 woolworths mixed nuts seeds and fruit, 14.64, 1kg, 10.98, 0.75KG, 1, 1423313982.69
 woolworths peanuts raw in shell, 7.96, 1kg, 3.98, 0.5KG, 1, 1423313982.69
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313982.91
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313982.91
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313982.91
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313982.91
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313982.91
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313982.91
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313982.91
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313982.91
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313983.17
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313983.17
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313983.17
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313983.17
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313983.17
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313983.17
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313983.17
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313983.17
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313983.36
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313983.36
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313983.36
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313983.36
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313983.36
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313983.36
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313983.36
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313983.36
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313983.65
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313983.65
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313983.65
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313983.65
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313983.65
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313983.65
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313983.65
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313983.65
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313983.82
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313983.82
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313983.82
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313983.82
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313983.82
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313983.82
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313983.82
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313983.82
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313984.0
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313984.0
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313984.0
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313984.0
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313984.0
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.0
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.0
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313984.0
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313984.19
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313984.19
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313984.19
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313984.19
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313984.19
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.19
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.19
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313984.19
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313984.37
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313984.37
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313984.37
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313984.37
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313984.37
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.37
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.37
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313984.37
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313984.54
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313984.54
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313984.54
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313984.54
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313984.54
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.54
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.54
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313984.54
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313984.71
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313984.71
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313984.71
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313984.71
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313984.71
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.72
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.72
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313984.72
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313984.91
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313984.91
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313984.91
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313984.91
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313984.91
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.91
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313984.91
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313984.91
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313985.08
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313985.08
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313985.08
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313985.08
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313985.08
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313985.08
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313985.08
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313985.08
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313985.25
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313985.25
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313985.25
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313985.25
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313985.25
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313985.25
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313985.25
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313985.25
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313985.44
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313985.44
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313985.44
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313985.44
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313985.44
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313985.44
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313985.44
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313985.44
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313985.76
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313985.76
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313985.76
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313985.76
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313985.76
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313985.76
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313985.76
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313985.76
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313985.98
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313985.98
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313985.98
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313985.98
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313985.98
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313985.98
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313985.98
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313985.98
 woolworths peanuts roasted and salted, 9.31, 1kg, 6.98, 0.75KG, 1, 1423313986.2
 woolworths peanuts roasted in shell, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313986.2
 woolworths pecans halves, 34.95, 1kg, 13.98, 0.4KG, 1, 1423313986.2
 woolworths pistachios roasted and salted, 25.96, 1kg, 12.98, 0.5KG, 1, 1423313986.2
 woolworths pistachios roasted and salted, 29.90, 1kg, 29.90, per kg, 1, 1423313986.2
 woolworths snacks soya crisps, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313986.2
 woolworths snacks soya crisps chilli and lime, 16.20, 1kg, 6.48, 0.4KG, 1, 1423313986.2
 woolworths walnuts kernel australian, 19.96, 1kg, 9.98, 0.5KG, 1, 1423313986.2
 fresh apple royal gala organic, NA, NA, 6.98, 1kg, 1, 1423313986.51
 fresh banana organic, 3.50, 1kg, 0.63, each, 1, 1423313986.51
 fresh beetroot organic, 9.96, 1kg, 4.98, 0.5KG, 1, 1423313986.51
 fresh berries blueberry organic, 63.84, 1kg, 7.98, 0.125KG, 1, 1423313986.51
 fresh carrot organic, 5.31, 1kg, 3.98, 0.75KG, 1, 1423313986.51
 fresh corn sweet organic, 11.20, 1kg, 4.48, 0.4KG, 1, 1423313986.51
 macro organic garlic paste, 46.0, 0.1KG, 3.45, 0.075KG, 1, 1423313986.51
 fresh ginger organic, 46.53, 1kg, 6.98, 0.15KG, 1, 1423313986.51
 fresh mushrooms cups organic, 39.87, 1kg, 5.98, 0.15KG, 1, 1423313986.51
 fresh nectarine white organic punnet, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313986.51
 fresh onion brown organic, NA, NA, 4.98, 1kg, 1, 1423313986.51
 fresh orange valencia organic, 3.99, 1kg, 5.98, 1.5kg, 1, 1423313986.51
 fresh peach yellow organic, 11.96, 1kg, 5.98, 0.5KG, 1, 1423313986.51
 fresh potato dutch cream organic, 3.98, 1kg, 3.98, 1kg, 1, 1423313986.51
 fresh potato sebago organic, 3.98, 1kg, 3.98, 1kg, 1, 1423313986.51
 fresh pumpkin butternut organic, 3.98, 1kg, 2.79, each, 1, 1423313986.51
 fresh pumpkin kent organic, 3.98, 1kg, 1.99, 0.5KG, 1, 1423313986.51
 fresh salad kit organic, 40.00, 1kg, 4.00, 0.1KG, 1, 1423313986.51
 fresh asian greens baby buk choy, NA, NA, 0.98, each, 1, 1423313986.84
 fresh asian greens buk choy, NA, NA, 1.98, each, 1, 1423313986.84
 fresh asian greens choy sum, NA, NA, 1.98, each, 1, 1423313986.84
 fresh asian greens pak choy baby, NA, NA, 1.98, each, 1, 1423313986.84
 woolworths coleslaw coleslaw, 12.00, 1kg, 2.70, 0.225KG, 1, 1423313986.84
 woolworths coleslaw coleslaw fine, 11.67, 1kg, 3.50, 0.3KG, 1, 1423313986.84
 woolworths coleslaw four seasons, 10.00, 1kg, 4.00, 0.4KG, 1, 1423313986.84
 woolworths coleslaw rainbow, 12.00, 1kg, 3.00, 0.25KG, 1, 1423313986.84
 birch and waite dressing aioli, 15.9, 0.1KG, 6.98, 0.44KG, 1, 1423313986.84
 birch and waite dressing balsamic and vinegar, 1.99, 0.1L, 4.98, 0.25L, 1, 1423313986.84
 birch and waite dressing classic ranch, 1.99, 0.1L, 4.98, 0.25L, 1, 1423313986.84
 birch and waite dressing creamy caesar, 1.99, 0.1L, 4.98, 0.25L, 1, 1423313986.84
 birch and waite dressing greek lemon, 1.99, 0.1L, 4.98, 0.25L, 1, 1423313986.84
 birch and waite dressing hollandaise, 1.99, 0.1L, 4.98, 0.25L, 1, 1423313986.84
 birch and waite dressing mayonnaise lime and chilli, 15.9, 0.1KG, 6.98, 0.44KG, 1, 1423313986.84
 birch and waite dressing mayonnaise whole egg, 15.9, 0.1KG, 6.98, 0.44KG, 1, 1423313986.84
 birch and waite dressing stir fry sauce garlic, 17.9, 0.1KG, 4.48, 0.25KG, 1, 1423313986.84
 birch and waite dressing stir fry sauce honey soy, 17.23, 1kg, 4.48, 0.26KG, 1, 1423313986.84
 birch and waite dressing stir fry sauce lemon grass, 17.2, 0.1KG, 4.48, 0.26KG, 1, 1423313987.2
 birch and waite dressing stir fry sauce spicy coconut, 17.92, 1kg, 4.48, 0.25KG, 1, 1423313987.2
 woolworths salad bag alfresco, 10.00, 1kg, 4.00, 0.4KG, 1, 1423313987.2
 woolworths salad bag baby rocket, 33.33, 1kg, 4.00, 0.12KG, 1, 1423313987.2
 woolworths salad bag baby spinach, 26.67, 1kg, 4.00, 0.15KG, 1, 1423313987.2
 woolworths salad bag baby spinach, 18.75, 1kg, 3.00, 0.16KG, 1, 1423313987.2
 woolworths salad bag baby spinach and rocket, 26.67, 1kg, 4.00, 0.15KG, 1, 1423313987.2
 woolworths salad bag summer lettuce, 17.50, 1kg, 3.50, 0.2KG, 1, 1423313987.2
 fresh salad kit organic, 40.00, 1kg, 4.00, 0.1KG, 1, 1423313987.2
 woolworths salad kit bowl asian, 41.67, 1kg, 5.00, 0.15KG, 1, 1423313987.2
 woolworths salad kit bowl caesar, 41.67, 1kg, 5.00, 0.12KG, 1, 1423313987.2
 woolworths salad kit bowl greek, 33.33, 1kg, 5.00, 0.15KG, 1, 1423313987.2
 woolworths salad kit caesar, 24.00, 1kg, 6.00, 0.25KG, 1, 1423313987.2
 woolworths salad kit complete caesar, 18.97, 1kg, 5.50, 0.29KG, 1, 1423313987.2
 woolworths salad kit complete crunchy, 7.69, 1kg, 4.00, 0.52KG, 1, 1423313987.2
 woolworths salad kit complete family, 14.86, 1kg, 5.50, 0.37KG, 1, 1423313987.2
 woolworths salad kit complete greek, 20.37, 1kg, 5.50, 0.27KG, 1, 1423313987.2
 fresh salad leaf cabbage green half, NA, NA, 3.59, each, 1, 1423313987.2
 fresh salad leaf cabbage green whole, NA, NA, 5.98, each, 1, 1423313987.53
 fresh salad leaf cabbage red half, NA, NA, 2.49, each, 1, 1423313987.53
 fresh salad leaf cabbage red half organic, NA, NA, 3.98, each, 1, 1423313987.53
 fresh salad leaf cabbage red whole, NA, NA, 4.98, each, 1, 1423313987.53
 fresh salad leaf cabbage savoy half, NA, NA, 2.99, each, 1, 1423313987.53
 fresh salad leaf cabbage savoy whole, NA, NA, 5.98, each, 1, 1423313987.53
 fresh salad leaf chinese cabbage wombok baby, NA, NA, 2.98, each, 1, 1423313987.53
 fresh salad leaf chinese cabbage wombok whole, NA, NA, 5.98, each, 1, 1423313987.53
 fresh salad leaf kale organic, NA, NA, 4.98, each, 1, 1423313987.53
 fresh salad leaf kale red, NA, NA, 3.98, each, 1, 1423313987.53
 fresh salad leaf kale tuscan, NA, NA, 3.45, bunch, 1, 1423313987.53
 fresh salad leaf lettuce butter, NA, NA, 1.98, each, 1, 1423313987.53
 fresh salad leaf lettuce cos baby, NA, NA, 1.98, each, 1, 1423313987.53
 fresh salad leaf lettuce cos hearts, 1.49, 1ea, 2.98, 2pk, 1, 1423313987.53
 fresh salad leaf lettuce cos hearts red, 1.49, 1ea, 2.98, 2pk, 1, 1423313987.53
 fresh salad leaf lettuce iceberg, NA, NA, 3.98, each, 1, 1423313987.53
